%time motor_speed control_signal
0.00163999999999 0.00102914618371 32.919921875
0.00164999999999 0.0010496476533 32.919921875
0.00166 0.0010703428729 32.919921875
0.00167 0.00109123182895 32.919921875
0.00168 0.0011123145079 32.919921875
0.00169 0.0011335908962 32.919921875
0.0017 0.00115506098031 32.919921875
0.00170999999999 0.00117672474668 32.919921875
0.00171999999999 0.00119858218175 32.919921875
0.00172999999999 0.00122063327199 32.919921875
0.00174 0.00124287800385 32.919921875
0.00175 0.00126531636378 32.919921875
0.00176 0.00128794833824 32.919921875
0.00177 0.00131077391368 32.919921875
0.00178 0.00133379307656 32.919921875
0.00178999999999 0.00135700581334 32.919921875
0.00179999999999 0.00138041211047 32.919921875
0.00180999999999 0.00140401195442 32.919921875
0.00182 0.00142780533165 32.919921875
0.00183 0.0014517922286 32.919921875
0.00184 0.00147597263175 32.919921875
0.00185 0.00150034652756 32.919921875
0.00186 0.00152491390249 32.919921875
0.00187 0.00154967474299 32.919921875
0.00187999999999 0.00157462903554 32.919921875
0.00188999999999 0.0015997767666 32.919921875
0.00189999999999 0.00162511792262 32.919921875
0.00191 0.00165065249009 32.919921875
0.00192 0.00167638045546 32.919921875
0.00193 0.00170230180519 32.919921875
0.00194 0.00172841652577 32.919921875
0.00195 0.00175472460365 32.919921875
0.00195999999999 0.0017812260253 32.919921875
0.00196999999999 0.00180792077719 32.919921875
0.00197999999999 0.00183480884579 32.919921875
0.00199 0.00186189021758 32.919921875
0.002 0.00188916487902 32.919921875
0.00201 0.00191663281659 32.919921875
0.00202 0.00194429401675 32.919921875
0.00203 0.00197214846598 32.919921875
0.00204 0.00200019615076 32.919921875
0.00204999999999 0.00202843705755 32.919921875
0.00205999999999 0.00205687117284 32.919921875
0.00206999999999 0.0020854984831 32.919921875
0.00207999999999 0.0021143189748 32.919921875
0.00208999999999 0.00214333263442 32.919921875
0.00209999999999 0.00217253944844 32.919921875
0.00210999999999 0.00220193940335 32.919921875
0.00211999999999 0.0022315324856 32.919921875
0.00212999999999 0.0022613186817 32.919921875
0.00213999999999 0.00229129797811 32.919921875
0.00215 0.00232147036132 32.919921875
0.00216 0.0023518358178 32.919921875
0.00217 0.00238239433405 32.919921875
0.00218 0.00241314589654 32.919921875
0.00219 0.00244409049176 32.919921875
0.0022 0.00247522810619 32.919921875
0.00221 0.00250655872631 32.919921875
0.00221999999999 0.00253808233862 32.919921875
0.00222999999999 0.0025697989296 32.919921875
0.00223999999999 0.00260170848572 32.919921875
0.00224999999999 0.00263381099349 32.919921875
0.00225999999999 0.00266610643939 32.919921875
0.00226999999999 0.00269859480991 32.919921875
0.00227999999999 0.00273127609153 32.919921875
0.00228999999999 0.00276415027076 32.919921875
0.00229999999999 0.00279721733407 32.919921875
0.00230999999999 0.00283047726795 32.919921875
0.00232 0.00286393005891 32.919921875
0.00233 0.00289757569344 32.919921875
0.00234 0.00293141415802 32.919921875
0.00235 0.00296544543915 32.919921875
0.00236 0.00299966952333 32.919921875
0.00237 0.00303408639704 32.919921875
0.00238 0.0030686960468 32.919921875
0.00238999999999 0.00310349845908 32.919921875
0.00239999999999 0.0031384936204 32.919921875
0.00240999999999 0.00317368151724 32.919921875
0.00241999999999 0.00320906213611 32.919921875
0.00242999999999 0.0032446354635 32.919921875
0.00243999999999 0.00328040148592 32.919921875
0.00244999999999 0.00331636018986 32.919921875
0.00245999999999 0.00335251156183 32.919921875
0.00246999999999 0.00338885558833 32.919921875
0.00247999999999 0.00342539225585 32.919921875
0.00249 0.00346212155091 32.919921875
0.0025 0.00349904346001 32.919921875
0.00251 0.00353615796965 32.919921875
0.00252 0.00357346506633 32.919921875
0.00253 0.00361096473656 32.919921875
0.00254 0.00364865696685 32.919921875
0.00255 0.00368654174371 32.919921875
0.00255999999999 0.00372461905364 32.919921875
0.00256999999999 0.00376288888315 32.919921875
0.00257999999999 0.00380135121874 32.919921875
0.00258999999999 0.00384000604694 32.919921875
0.00259999999999 0.00387885335424 32.919921875
0.00260999999999 0.00391789312717 32.919921875
0.00261999999999 0.00395712535222 32.919921875
0.00262999999999 0.00399655001592 32.919921875
0.00263999999999 0.00403616710477 32.919921875
0.00265 0.00407597660529 32.919921875
0.00266 0.00411597850399 32.919921875
0.00267 0.0041561727874 32.919921875
0.00268 0.00419655944201 32.919921875
0.00269 0.00423713845435 32.919921875
0.0027 0.00427790981094 32.919921875
0.00271 0.00431887349829 32.919921875
0.00272 0.00436002950292 32.919921875
0.00272999999999 0.00440137781135 32.919921875
0.00273999999999 0.0044429184101 32.919921875
0.00274999999999 0.00448465128569 32.919921875
0.00275999999999 0.00452657642464 32.919921875
0.00276999999999 0.00456869381346 32.919921875
0.00277999999999 0.00461100343869 32.919921875
0.00278999999999 0.00465350528685 32.919921875
0.00279999999999 0.00469619934444 32.919921875
0.00280999999999 0.00473908559802 32.919921875
0.00282 0.00478216403408 32.919921875
0.00283 0.00482543463917 32.919921875
0.00284 0.0048688973998 32.919921875
0.00285 0.00491255230251 32.919921875
0.00286 0.00495639933381 32.919921875
0.00287 0.00500043848025 32.919921875
0.00288 0.00504466972834 32.919921875
0.00289 0.00508909306461 32.919921875
0.00289999999999 0.0051337084756 32.919921875
0.00290999999999 0.00517851594783 32.919921875
0.00291999999999 0.00522351546784 32.919921875
0.00292999999999 0.00526870702215 32.919921875
0.00293999999999 0.00531409059731 32.919921875
0.00294999999999 0.00535966617983 32.919921875
0.00295999999999 0.00540543375626 32.919921875
0.00296999999999 0.00545139331314 32.919921875
0.00298 0.00549754483698 32.919921875
0.00299 0.00554388831434 32.919921875
0.003 0.00559042373174 32.919921875
0.00301 0.00563715107572 32.919921875
0.00302 0.00568407033283 32.919921875
0.00303 0.00573118148959 32.919921875
0.00304 0.00577848453255 32.919921875
0.00305 0.00582597944825 32.919921875
0.00306 0.00587366622322 32.919921875
0.00306999999999 0.00592154484401 32.919921875
0.00307999999999 0.00596961529716 32.919921875
0.00308999999999 0.00601787756921 32.919921875
0.00309999999999 0.0060663316467 32.919921875
0.00310999999999 0.00611497751618 32.919921875
0.00311999999999 0.00616381516419 32.919921875
0.00312999999999 0.00621284457727 32.919921875
0.00313999999999 0.00626206574197 32.919921875
0.00315 0.00631147864484 32.919921875
0.00316 0.00636108327242 32.919921875
0.00317 0.00641087961126 32.919921875
0.00318 0.00646086764791 32.919921875
0.00319 0.00651104736891 32.919921875
0.0032 0.00656141876081 32.919921875
0.00321 0.00661198181017 32.919921875
0.00322 0.00666273650354 32.919921875
0.00323 0.00671368282746 32.919921875
0.00323999999999 0.00676482076849 32.919921875
0.00324999999999 0.00681615031318 32.919921875
0.00325999999999 0.00686767144808 32.919921875
0.00326999999999 0.00691938415974 32.919921875
0.00327999999999 0.00697128843473 32.919921875
0.00328999999999 0.00702338425959 32.919921875
0.00329999999999 0.00707567162089 32.919921875
0.00331 0.00712815050517 32.919921875
0.00332 0.00718082089899 32.919921875
0.00333 0.00723368278892 32.919921875
0.00334 0.00728673616151 32.919921875
0.00335 0.00733998100331 32.919921875
0.00336 0.0073934173009 32.919921875
0.00337 0.00744704504082 32.919921875
0.00338 0.00750086420964 32.919921875
0.00339 0.00755487479392 32.919921875
0.0034 0.00760907678022 32.919921875
0.00340999999999 0.00766347015511 32.919921875
0.00341999999999 0.00771805490515 32.919921875
0.00342999999999 0.0077728310169 32.919921875
0.00343999999999 0.00782779847693 32.919921875
0.00344999999999 0.0078829572718 32.919921875
0.00345999999999 0.00793830738807 32.919921875
0.00346999999999 0.00799384881233 32.919921875
0.00348 0.00804958153112 32.919921875
0.00349 0.00810550553103 32.919921875
0.0035 0.00816162079861 32.919921875
0.00351 0.00821792732044 32.919921875
0.00352 0.00827442508309 32.919921875
0.00353 0.00833111407313 32.919921875
0.00354 0.00838799427712 32.919921875
0.00355 0.00844506568165 32.919921875
0.00356 0.00850232827328 32.919921875
0.00357 0.00855978203859 32.919921875
0.00357999999999 0.00861742696415 32.919921875
0.00358999999999 0.00867526303653 32.919921875
0.00359999999999 0.00873329024231 32.919921875
0.00360999999999 0.00879150856807 32.919921875
0.00361999999999 0.00884991800038 32.919921875
0.00362999999999 0.00890851852582 32.919921875
0.00364 0.00896731013096 32.919921875
0.00365 0.00902629280239 32.919921875
0.00366 0.00908546652668 32.919921875
0.00367 0.00914483129041 32.919921875
0.00368 0.00920438708017 32.919921875
0.00369 0.00926413388253 32.919921875
0.0037 0.00932407168408 32.919921875
0.00371 0.00938420047139 32.919921875
0.00372 0.00944452023106 32.919921875
0.00373 0.00950503094965 32.919921875
0.00374 0.00956573261377 32.919921875
0.00374999999999 0.00962662520999 32.919921875
0.00375999999999 0.0096877087249 32.919921875
0.00376999999999 0.00974898314508 32.919921875
0.00377999999999 0.00981044845712 32.919921875
0.00378999999999 0.00987210464761 32.919921875
0.00379999999999 0.00993395170313 32.919921875
0.00381 0.00999598961028 32.919921875
0.00382 0.0100582183556 32.919921875
0.00383 0.0101206379258 32.919921875
0.00384 0.0101832483073 32.919921875
0.00385 0.0102460494869 32.919921875
0.00386 0.010309041451 32.919921875
0.00387 0.0103722241863 32.919921875
0.00388 0.0104355976793 32.919921875
0.00389 0.0104991619168 32.919921875
0.0039 0.0105629168851 32.919921875
0.00391 0.010626862571 32.919921875
0.00391999999999 0.0106909989611 32.919921875
0.00392999999999 0.0107553260419 32.919921875
0.00393999999999 0.0108198438 32.919921875
0.00394999999999 0.0108845522221 32.919921875
0.00395999999999 0.0109494512947 32.919921875
0.00396999999999 0.0110145410044 32.919921875
0.00398 0.0110798213378 32.919921875
0.00398999999999 0.0111452922816 32.919921875
0.004 0.0112109538223 32.919921875
0.00400999999999 0.0112768059466 32.919921875
0.00402 0.0113428486409 32.919921875
0.00402999999999 0.0114090818921 32.919921875
0.00404 0.0114755056865 32.919921875
0.00404999999999 0.0115421200109 32.919921875
0.00406 0.0116089248519 32.919921875
0.00406999999999 0.011675920196 32.919921875
0.00408 0.0117431060299 32.919921875
0.00408999999999 0.0118104823401 32.919921875
0.00409999999999 0.0118780491133 32.919921875
0.00410999999999 0.0119458063361 32.919921875
0.00411999999999 0.0120137539951 32.919921875
0.00412999999999 0.0120818920769 32.919921875
0.00413999999999 0.0121502205681 32.919921875
0.00415 0.0122187394553 32.919921875
0.00415999999999 0.0122874487252 32.919921875
0.00417 0.0123563483643 32.919921875
0.00417999999999 0.0124254383592 32.919921875
0.00419 0.0124947186967 32.919921875
0.00419999999999 0.0125641893632 32.919921875
0.00421 0.0126338503454 32.919921875
0.00421999999999 0.0127037016299 32.919921875
0.00423 0.0127737432034 32.919921875
0.00423999999999 0.0128439750524 32.919921875
0.00425 0.0129143971636 32.919921875
0.00425999999999 0.0129850095235 32.919921875
0.00426999999999 0.0130558121189 32.919921875
0.00427999999999 0.0131268049363 32.919921875
0.00428999999999 0.0131979879623 32.919921875
0.0043 0.0132693611835 32.919921875
0.00430999999999 0.0133409245867 32.919921875
0.00432 0.0134126781583 32.919921875
0.00432999999999 0.0134846218851 32.919921875
0.00434 0.0135567557536 32.919921875
0.00434999999999 0.0136290797505 32.919921875
0.00436 0.0137015938624 32.919921875
0.00436999999999 0.0137742980759 32.919921875
0.00438 0.0138471923777 32.919921875
0.00438999999999 0.0139202767543 32.919921875
0.0044 0.0139935511924 32.919921875
0.00440999999999 0.0140670156786 32.919921875
0.00442 0.0141406701996 32.919921875
0.00442999999999 0.014214514742 32.919921875
0.00443999999999 0.0142885492924 32.919921875
0.00444999999999 0.0143627738374 32.919921875
0.00445999999999 0.0144371883637 32.919921875
0.00447 0.0145117928579 32.919921875
0.00447999999999 0.0145865873067 32.919921875
0.00449 0.0146615716966 32.919921875
0.00449999999999 0.0147367460143 32.919921875
0.00451 0.0148121102464 32.919921875
0.00451999999999 0.0148876643796 32.919921875
0.00453 0.0149634084005 32.919921875
0.00453999999999 0.0150393422958 32.919921875
0.00455 0.015115466052 32.919921875
0.00455999999999 0.0151917796558 32.919921875
0.00457 0.0152682830939 32.919921875
0.00457999999999 0.0153449763529 32.919921875
0.00459 0.0154218594194 32.919921875
0.00459999999999 0.0154989322801 32.919921875
0.00460999999999 0.0155761949215 32.919921875
0.00461999999999 0.0156536473305 32.919921875
0.00462999999999 0.0157312894935 32.919921875
0.00464 0.0158091213972 32.919921875
0.00464999999999 0.0158871430284 32.919921875
0.00466 0.0159653543735 32.919921875
0.00466999999999 0.0160437554193 32.919921875
0.00468 0.0161223461524 32.919921875
0.00468999999999 0.0162011265595 32.919921875
0.0047 0.0162800966272 32.919921875
0.00470999999999 0.0163592563421 32.919921875
0.00472 0.0164386056909 32.919921875
0.00472999999999 0.0165181446603 32.919921875
0.00474 0.0165978732368 32.919921875
0.00474999999999 0.0166777914072 32.919921875
0.00476 0.0167578991581 32.919921875
0.00476999999999 0.0168381964761 32.919921875
0.00477999999999 0.0169186833479 32.919921875
0.00478999999999 0.0169993597602 32.919921875
0.00479999999999 0.0170802256995 32.919921875
0.00481 0.0171612811526 32.919921875
0.00481999999999 0.0172425261061 32.919921875
0.00483 0.0173239605467 32.919921875
0.00483999999999 0.017405584461 32.919921875
0.00485 0.0174873978356 32.919921875
0.00485999999999 0.0175694006573 32.919921875
0.00487 0.0176515929126 32.919921875
0.00487999999999 0.0177339745883 32.919921875
0.00489 0.017816545671 32.919921875
0.00489999999999 0.0178993061474 32.919921875
0.00491 0.017982256004 32.919921875
0.00491999999999 0.0180653952277 32.919921875
0.00493 0.018148723805 32.919921875
0.00493999999999 0.0182322417226 32.919921875
0.00494999999999 0.0183159489671 32.919921875
0.00495999999999 0.0183998455253 32.919921875
0.00496999999999 0.0184839313837 32.919921875
0.00498 0.0185682065291 32.919921875
0.00498999999999 0.0186526709482 32.919921875
0.005 0.0187373246275 32.919921875
0.00500999999999 0.0188221675537 32.919921875
0.00502 0.0189071997136 32.919921875
0.00502999999999 0.0189924210938 32.919921875
0.00504 0.0190778316809 32.919921875
0.00504999999999 0.0191634314616 32.919921875
0.00506 0.0192492204226 32.919921875
0.00506999999999 0.0193351985506 32.919921875
0.00508 0.0194213658322 32.919921875
0.00508999999999 0.0195077222541 32.919921875
0.0051 0.019594267803 32.919921875
0.00510999999999 0.0196810024656 32.919921875
0.00511999999999 0.0197679262284 32.919921875
0.00513 0.0198550390782 32.919921875
0.00513999999999 0.0199423410018 32.919921875
0.00515 0.0200298319856 32.919921875
0.00515999999999 0.0201175120165 32.919921875
0.00517 0.020205381081 32.919921875
0.00517999999999 0.020293439166 32.919921875
0.00519 0.020381686258 32.919921875
0.00519999999999 0.0204701223437 32.919921875
0.00521 0.0205587474098 32.919921875
0.00521999999999 0.020647561443 32.919921875
0.00523 0.02073656443 32.919921875
0.00523999999999 0.0208257563574 32.919921875
0.00525 0.0209151372119 32.919921875
0.00525999999999 0.0210047069803 32.919921875
0.00527 0.0210944656491 32.919921875
0.00527999999999 0.0211844132051 32.919921875
0.00528999999999 0.021274549635 32.919921875
0.0053 0.0213648749255 32.919921875
0.00530999999999 0.0214553890631 32.919921875
0.00532 0.0215460920347 32.919921875
0.00532999999999 0.0216369838269 32.919921875
0.00534 0.0217280644264 32.919921875
0.00534999999999 0.0218193338198 32.919921875
0.00536 0.021910791994 32.919921875
0.00536999999999 0.0220024389355 32.919921875
0.00538 0.022094274631 32.919921875
0.00538999999999 0.0221862990673 32.919921875
0.0054 0.022278512231 32.919921875
0.00540999999999 0.0223709141088 32.919921875
0.00542 0.0224635046874 32.919921875
0.00542999999999 0.0225562839535 32.919921875
0.00544 0.0226492518939 32.919921875
0.00544999999999 0.0227424084951 32.919921875
0.00545999999999 0.0228357537439 32.919921875
0.00547 0.0229292876271 32.919921875
0.00547999999999 0.0230230101312 32.919921875
0.00549 0.0231169212429 32.919921875
0.00549999999999 0.0232110209491 32.919921875
0.00551 0.0233053092363 32.919921875
0.00551999999999 0.0233997860913 32.919921875
0.00553 0.0234944515008 32.919921875
0.00553999999999 0.0235893054514 32.919921875
0.00555 0.0236843479299 32.919921875
0.00555999999999 0.023779578923 32.919921875
0.00557 0.0238749984174 32.919921875
0.00557999999999 0.0239706063997 32.919921875
0.00559 0.0240664028568 32.919921875
0.00559999999999 0.0241623877752 32.919921875
0.00561 0.0242585611417 32.919921875
0.00561999999999 0.024354922943 32.919921875
0.00562999999999 0.0244514731659 32.919921875
0.00564 0.0245482117969 32.919921875
0.00564999999999 0.0246451388228 32.919921875
0.00566 0.0247422542304 32.919921875
0.00566999999999 0.0248395580063 32.919921875
0.00568 0.0249370501373 32.919921875
0.00568999999999 0.02503473061 32.919921875
0.0057 0.0251325994111 32.919921875
0.00570999999999 0.0252306565275 32.919921875
0.00572 0.0253289019457 32.919921875
0.00572999999999 0.0254273356526 32.919921875
0.00574 0.0255259576347 32.919921875
0.00574999999999 0.0256247678789 32.919921875
0.00576 0.0257237663718 32.919921875
0.00576999999999 0.0258229531002 32.919921875
0.00578 0.0259223280507 32.919921875
0.00579 0.0260218912101 32.919921875
0.00579999999999 0.0261216425652 32.919921875
0.00581 0.0262215821025 32.919921875
0.00581999999999 0.0263217098089 32.919921875
0.00583 0.0264220256711 32.919921875
0.00583999999999 0.0265225296757 32.919921875
0.00585 0.0266232218095 32.919921875
0.00585999999999 0.0267241020593 32.919921875
0.00587 0.0268251704116 32.919921875
0.00587999999999 0.0269264268534 32.919921875
0.00589 0.0270278713712 32.919921875
0.00589999999999 0.0271295039519 32.919921875
0.00591 0.0272313245821 32.919921875
0.00591999999999 0.0273333332485 32.919921875
0.00593 0.0274355299379 32.919921875
0.00593999999999 0.027537914637 32.919921875
0.00595 0.0276404873326 32.919921875
0.00596 0.0277432480113 32.919921875
0.00596999999999 0.0278461966599 32.919921875
0.00598 0.0279493332652 32.919921875
0.00598999999999 0.0280526578138 32.919921875
0.006 0.0281561702924 32.919921875
0.00600999999999 0.0282598706879 32.919921875
0.00602 0.0283637589869 32.919921875
0.00602999999999 0.0284678351762 32.919921875
0.00604 0.0285720992424 32.919921875
0.00604999999999 0.0286765511725 32.919921875
0.00606 0.0287811909529 32.919921875
0.00606999999999 0.0288860185706 32.919921875
0.00608 0.0289910340123 32.919921875
0.00608999999999 0.0290962372646 32.919921875
0.0061 0.0292016283143 32.919921875
0.00610999999999 0.0293072071481 32.919921875
0.00612 0.0294129737529 32.919921875
0.00613 0.0295189281152 32.919921875
0.00613999999999 0.029625070222 32.919921875
0.00615 0.0297314000598 32.919921875
0.00615999999999 0.0298379176155 32.919921875
0.00617 0.0299446228757 32.919921875
0.00617999999999 0.0300515158273 32.919921875
0.00619 0.0301585964569 32.919921875
0.00619999999999 0.0302658647514 32.919921875
0.00621 0.0303733206973 32.919921875
0.00621999999999 0.0304809642816 32.919921875
0.00623 0.030588795491 32.919921875
0.00623999999999 0.0306968143121 32.919921875
0.00625 0.0308050207317 32.919921875
0.00625999999999 0.0309134147366 32.919921875
0.00627 0.0310219963136 32.919921875
0.00627999999999 0.0311307654493 32.919921875
0.00629 0.0312397221305 32.919921875
0.0063 0.031348866344 32.919921875
0.00630999999999 0.0314581980765 32.919921875
0.00632 0.0315677173148 32.919921875
0.00632999999999 0.0316774240456 32.919921875
0.00634 0.0317873182557 32.919921875
0.00634999999999 0.0318973999318 32.919921875
0.00636 0.0320076690607 32.919921875
0.00636999999999 0.0321181256291 32.919921875
0.00638 0.0322287696237 32.919921875
0.00638999999999 0.0323396010315 32.919921875
0.0064 0.032450619839 32.919921875
0.00640999999999 0.032561826033 32.919921875
0.00642 0.0326732196004 32.919921875
0.00642999999999 0.0327848005279 32.919921875
0.00644 0.0328965688021 32.919921875
0.00645 0.0330085244099 32.919921875
0.00646 0.0331206673381 32.919921875
0.00647 0.0332329975734 32.919921875
0.00647999999999 0.0333455151025 32.919921875
0.00649 0.0334582199123 32.919921875
0.00649999999999 0.0335711119894 32.919921875
0.00651 0.0336841913207 32.919921875
0.00651999999999 0.0337974578929 32.919921875
0.00653 0.0339109116928 32.919921875
0.00653999999999 0.0340245527071 32.919921875
0.00655 0.0341383809226 32.919921875
0.00655999999999 0.034252396326 32.919921875
0.00657 0.0343665989042 32.919921875
0.00657999999999 0.0344809886439 32.919921875
0.00659 0.0345955655319 32.919921875
0.00659999999999 0.0347103295549 32.919921875
0.00661 0.0348252806997 32.919921875
0.00662 0.0349404189531 32.919921875
0.00663 0.0350557443019 32.919921875
0.00664 0.0351712567327 32.919921875
0.00664999999999 0.0352869562324 32.919921875
0.00666 0.0354028427878 32.919921875
0.00666999999999 0.0355189163856 32.919921875
0.00668 0.0356351770127 32.919921875
0.00668999999999 0.0357516246557 32.919921875
0.0067 0.0358682593014 32.919921875
0.00670999999999 0.0359850809367 32.919921875
0.00672 0.0361020895483 32.919921875
0.00672999999999 0.036219285123 32.919921875
0.00674 0.0363366676475 32.919921875
0.00674999999999 0.0364542371087 32.919921875
0.00676 0.0365719934933 32.919921875
0.00676999999999 0.036689936788 32.919921875
